,lasso,LogisticRegression,target,target_id,feature,turner
species35,0.03468513844393189,0.11331592658951847,Project,ProjectA,False,True
species36,0.0,0.0874221994755592,Project,ProjectA,False,True
species37,0.17398875869942315,0.308233370481195,Project,ProjectA,False,True
species38,0.3133697807781509,0.42767752605525206,Project,ProjectA,False,True
species39,0.461066272946191,0.5970861686263006,Project,ProjectA,False,True
species40,0.003516999089512305,0.08792728364715362,Project,ProjectA,False,True
species41,0.3744971241108159,0.4852949706681208,Project,ProjectA,False,True
species42,0.4333544156641579,0.5622738745114416,Project,ProjectA,False,True
species43,0.5507075350908479,0.6732367355169562,Project,ProjectA,False,True
species44,0.09252139312234506,0.24424611178269112,Project,ProjectA,False,True
species45,0.15936284128555872,0.3124544190129255,Project,ProjectA,False,True
species46,0.0472890644263346,0.16723181815196347,Project,ProjectA,False,True
species47,0.33240827385355165,0.4936298452205722,Project,ProjectA,False,True
species48,0.009816054891060822,0.10559182798446613,Project,ProjectA,False,True
species49,0.03410282454330034,0.1044871241206147,Project,ProjectA,False,True
species50,0.027539249518554215,0.10543781998591206,Project,ProjectA,False,True
species51,0.3354050523996347,0.5028130746268712,Project,ProjectA,False,True
species52,0.34785979130711087,0.48966913979736937,Project,ProjectA,False,True
species53,0.30673721433792245,0.4619908015052735,Project,ProjectA,False,True
species54,0.40473470624944596,0.5645883115322257,Project,ProjectA,False,True
species55,0.023003891742861143,0.16107537740027492,Project,ProjectA,False,True
species56,0.014609002170574087,0.13036727979226412,Project,ProjectA,False,True
species57,0.8563162256105332,0.9379072575036677,Project,ProjectA,False,True
species58,0.09212763963110072,0.2882098427543426,Project,ProjectA,False,True
species59,0.1723307121688376,0.28372960818942217,Project,ProjectA,False,True
species60,0.03945014373329218,0.19994401378191365,Project,ProjectA,False,True
species61,0.1549227883461884,0.29213094425660513,Project,ProjectA,False,True
species62,0.042108032168634055,0.1384528540266699,Project,ProjectA,False,True
species63,0.08096638691323448,0.2411505415756746,Project,ProjectA,False,True
species64,0.25672033385002585,0.3976493416817899,Project,ProjectA,False,True
species65,0.042035424336618187,0.1559075019890172,Project,ProjectA,False,True
species66,0.0431326330453493,0.15836965979439804,Project,ProjectA,False,True
species67,0.16081112126377994,0.3172835942818121,Project,ProjectA,False,True
species68,0.2684493427660453,0.42598607645794867,Project,ProjectA,False,True
species69,0.33838204751963963,0.49618101540032516,Project,ProjectA,False,True
species70,0.1512416652802942,0.3302887268593685,Project,ProjectA,False,True
species71,0.6550795779211305,0.7411332465030946,Project,ProjectA,False,True
species72,0.040048125846199475,0.17973207139611846,Project,ProjectA,False,True
species73,0.3765109710510849,0.5155121261595006,Project,ProjectA,False,True
species74,0.12595627411469448,0.2775201873447902,Project,ProjectA,False,True
species75,1.336945196682791,1.3438504070308954,Project,ProjectA,False,True
species76,0.1679968217483982,0.3017251880279688,Project,ProjectA,False,True
species77,0.012182310639496444,0.15221165516381377,Project,ProjectA,False,True
species78,0.1623917998188768,0.33788976338950966,Project,ProjectA,False,True
species79,0.18342307453105794,0.3257882154143884,Project,ProjectA,False,True
species80,0.03321995008325583,0.13743113661355152,Project,ProjectA,False,True
species81,0.11852926128260513,0.30947325139423487,Project,ProjectA,False,True
species82,0.1324758327667843,0.30171734732324046,Project,ProjectA,False,True
species83,0.13038054430309431,0.29162878532050907,Project,ProjectA,False,True
species84,0.47341904656869305,0.607716623609094,Project,ProjectA,False,True
species85,0.3734706747954628,0.5077843644986185,Project,ProjectA,False,True
species86,0.01842787548280872,0.12668185617546313,Project,ProjectA,False,True
species87,0.026083926489382923,0.1473761444474836,Project,ProjectA,False,True
species88,0.03881945998883493,0.20840815200541454,Project,ProjectA,False,True
species89,0.44642311294502574,0.5716680859942533,Project,ProjectA,False,True
species90,0.6359160638388874,0.7330203305100514,Project,ProjectA,False,True
species91,0.7586226241595087,0.8698304563808407,Project,ProjectA,False,True
species92,0.17948476317084655,0.34051826551928766,Project,ProjectA,False,True
species93,0.0,0.06986318491514919,Project,ProjectA,False,True
species94,0.4215249930601367,0.5487412490276841,Project,ProjectA,False,True
species95,0.18101672928946394,0.3406221906184692,Project,ProjectA,False,True
species96,0.5693694281549793,0.7218542552013177,Project,ProjectA,False,True
species97,0.011013995636760268,0.13664586052740285,Project,ProjectA,False,True
species98,0.26992548477447337,0.43490618093425343,Project,ProjectA,False,True
species99,0.26027958657064687,0.44017599526246254,Project,ProjectA,False,True
species100,0.058085030820875794,0.1759854196744625,Project,ProjectA,False,True
species101,0.13533724366290265,0.32094549374364595,Project,ProjectA,False,True
species102,0.10831947985319663,0.25011281333206453,Project,ProjectA,False,True
species103,0.016683989555703695,0.16976645416571348,Project,ProjectA,False,True
species104,0.0974966497482487,0.20237717007146708,Project,ProjectA,False,True
species105,0.29712072922878907,0.4662769711486029,Project,ProjectA,False,True
species106,0.08413472764931479,0.24685943805322438,Project,ProjectA,False,True
species107,0.10315107406282924,0.2630762675361718,Project,ProjectA,False,True
species108,0.1070327386789843,0.27829783373311173,Project,ProjectA,False,True
species109,0.025098948497073347,0.11638817822416292,Project,ProjectA,False,True
species110,0.8518664186072117,0.9041206466224978,Project,ProjectA,False,True
species111,0.04179997580551723,0.09855289415555818,Project,ProjectA,False,True
species112,0.49282995464450235,0.6123927983973521,Project,ProjectA,False,True
species113,0.21086399059658242,0.4041675375503022,Project,ProjectA,False,True
species114,0.0007478017931222447,0.1254907377678409,Project,ProjectA,False,True
species115,0.018223542024646114,0.125653400392689,Project,ProjectA,False,True
species116,1.296536627388751,1.3048978638842499,Project,ProjectA,False,True
species117,0.18970424131780453,0.3746729613066865,Project,ProjectA,False,True
species118,0.053515505970827174,0.2022504412889921,Project,ProjectA,False,True
species119,0.058169169975889924,0.19719470480461013,Project,ProjectA,False,True
species120,0.07697233023970593,0.26651364484386486,Project,ProjectA,False,True
species121,0.024837695411277238,0.1470921044156876,Project,ProjectA,False,True
species122,0.01836785878116011,0.16044153056356483,Project,ProjectA,False,True
species123,0.13108902549631501,0.3029046526310806,Project,ProjectA,False,True
species124,0.0,0.08702220760136187,Project,ProjectA,False,True
species125,0.2756744937309083,0.4303907442536836,Project,ProjectA,False,True
species126,0.05929794950261981,0.22343930523673353,Project,ProjectA,False,True
species127,0.3730769494269043,0.5009990070247313,Project,ProjectA,False,True
species128,0.035554975392369494,0.12087658874515754,Project,ProjectA,False,True
species129,0.2956572702801995,0.456772051531391,Project,ProjectA,False,True
species130,0.015999024534815977,0.14855157457389367,Project,ProjectA,False,True
species131,0.5430076672117238,0.6688941167619028,Project,ProjectA,False,True
species132,0.18899751731803943,0.3739940899045682,Project,ProjectA,False,True
species133,0.23750787955818495,0.3851833012568755,Project,ProjectA,False,True
species134,0.09683126125831928,0.2842765328178892,Project,ProjectA,False,True
species135,0.00034192862785613007,0.10635034994169265,Project,ProjectA,False,True
species136,0.04782617188035904,0.15073548621332095,Project,ProjectA,False,True
species137,0.15082043811432827,0.2803103581849348,Project,ProjectA,False,True
species138,0.3408500963852387,0.49277588094115704,Project,ProjectA,False,True
species139,0.009519823585654685,0.1326151935011885,Project,ProjectA,False,True
species140,0.004092108197795012,0.12857718382274747,Project,ProjectA,False,True
species141,0.23716639748926327,0.38970298241771745,Project,ProjectA,False,True
species142,0.021301301741600803,0.14353385783959208,Project,ProjectA,False,True
species143,0.020246349501410424,0.1473132939026784,Project,ProjectA,False,True
species144,0.7202066783689803,0.7801074722853553,Project,ProjectA,False,True
species145,0.3209807130602505,0.44430829382124665,Project,ProjectA,False,True
species146,0.01663102345639098,0.13155750307625722,Project,ProjectA,False,True
species147,0.04777502623431764,0.1878738484211732,Project,ProjectA,False,True
species148,0.43719675094576776,0.6011219194364508,Project,ProjectA,False,True
species149,0.6019734059721912,0.6955841594459468,Project,ProjectA,False,True
species150,0.4062443953646683,0.5305876452456292,Project,ProjectA,False,True
species151,0.1159436050511549,0.2673552193541182,Project,ProjectA,False,True
species152,0.21407961358836988,0.35322399441830965,Project,ProjectA,False,True
species153,0.065464620152132,0.2243670798297331,Project,ProjectA,False,True
species154,0.02021520138149525,0.1133536877312132,Project,ProjectA,False,True
species155,0.2909323367153859,0.4396610035107112,Project,ProjectA,False,True
species156,0.1099436623291888,0.27897163410223325,Project,ProjectA,False,True
species157,0.3423856529223269,0.474534680353333,Project,ProjectA,False,True
species158,0.9776874236460851,1.023612916508258,Project,ProjectA,False,True
species159,0.013853242199940052,0.10820493102433218,Project,ProjectA,False,True
species160,0.2636519644820136,0.41327033415290304,Project,ProjectA,False,True
species161,0.028069937784242088,0.16288694219486882,Project,ProjectA,False,True
species162,0.00340594981916051,0.05792701621926347,Project,ProjectA,False,True
species163,0.1366228429510125,0.3074099772885655,Project,ProjectA,False,True
species164,0.33497996992621953,0.5130388299254167,Project,ProjectA,False,True
species165,0.05969986793935879,0.16753696913108945,Project,ProjectA,False,True
species166,0.02745682159575528,0.16673537084332452,Project,ProjectA,False,True
species167,0.5596288353756976,0.6728830588653175,Project,ProjectA,False,True
species168,0.013277035027277498,0.11490768636368427,Project,ProjectA,False,True
species169,0.3010641900581913,0.41242911317935677,Project,ProjectA,False,True
species170,0.3733235799908407,0.5243616253052104,Project,ProjectA,False,True
species171,0.45738830587015433,0.5821492101687401,Project,ProjectA,False,True
species172,0.3349122000475508,0.4769261760806103,Project,ProjectA,False,True
species173,0.09643973112340351,0.25999523636501953,Project,ProjectA,False,True
species174,0.0,0.1339260808264004,Project,ProjectA,False,True
species175,0.48453516456269996,0.626331826185097,Project,ProjectA,False,True
species176,0.42845531887038246,0.5096026676361037,Project,ProjectA,False,True
species177,0.22362826834586028,0.4401495578803325,Project,ProjectA,False,True
species178,0.5992739914475063,0.7155681023595747,Project,ProjectA,False,True
species179,0.041398577689887604,0.1652784169100482,Project,ProjectA,False,True
species180,0.01567053028421687,0.13273251642900136,Project,ProjectA,False,True
species181,0.3982658282999075,0.5630040033484439,Project,ProjectA,False,True
species182,0.22983441710903169,0.3657359983644347,Project,ProjectA,False,True
species183,0.10277671751660744,0.24803821291628134,Project,ProjectA,False,True
species184,1.0070195320207687,1.0360881312996695,Project,ProjectA,False,True
species185,0.1636721181782427,0.2841831124309812,Project,ProjectA,False,True
species186,0.0043060325219624095,0.12419340677512318,Project,ProjectA,False,True
species187,0.520891400610526,0.6617958124197221,Project,ProjectA,False,True
species188,0.2214365464829191,0.4082889815056654,Project,ProjectA,False,True
species189,0.05388642421925899,0.16141067797916786,Project,ProjectA,False,True
species190,0.022661820003381968,0.12678191237908873,Project,ProjectA,False,True
species191,0.0018356204128177592,0.09481750496316473,Project,ProjectA,False,True
species192,0.0,0.07456049631661318,Project,ProjectA,False,True
species193,0.13332263187356994,0.27004960129833017,Project,ProjectA,False,True
species194,0.02126221206878609,0.15730526657143123,Project,ProjectA,False,True
species195,0.8341204602024266,0.9105744967162375,Project,ProjectA,False,True
species196,0.017323992118072038,0.10231084886597563,Project,ProjectA,False,True
species197,0.31719472155132394,0.48875819888837907,Project,ProjectA,False,True
species198,0.1434041106866704,0.3278716937260866,Project,ProjectA,False,True
species199,0.19375615404495225,0.3717896590971046,Project,ProjectA,False,True
species200,0.0,0.0798201231058034,Project,ProjectA,False,True
species201,0.5691291180857039,0.6788065905309545,Project,ProjectA,False,True
species202,0.0222421579157025,0.134768821682552,Project,ProjectA,False,True
species203,0.32768590244344487,0.47883703713462483,Project,ProjectA,False,True
species204,0.017402216246548217,0.1297589311094616,Project,ProjectA,False,True
species205,0.1113178809829719,0.2556859368070555,Project,ProjectA,False,True
species206,0.12328259393979035,0.2751826630997244,Project,ProjectA,False,True
species207,0.7397343223929733,0.8060114880931902,Project,ProjectA,False,True
species208,0.5267800745793965,0.6235311928725232,Project,ProjectA,False,True
species209,0.1567392682257515,0.26758330729984464,Project,ProjectA,False,True
species210,0.5504784078313082,0.6529751898284497,Project,ProjectA,False,True
species211,0.19177359465434468,0.3447070422192678,Project,ProjectA,False,True
species212,0.05331033089785307,0.22310486997078288,Project,ProjectA,False,True
species213,0.02338924177176747,0.14904998477880696,Project,ProjectA,False,True
species214,0.1484306932330673,0.2891917637621177,Project,ProjectA,False,True
species215,0.4652464514973242,0.6317517602320313,Project,ProjectA,False,True
species216,0.19960785159797384,0.36258911825867324,Project,ProjectA,False,True
species217,0.028186422340588813,0.1257681561310676,Project,ProjectA,False,True
species218,0.041960719117946035,0.16385562439410045,Project,ProjectA,False,True
species219,0.037984576060524716,0.2140242368349944,Project,ProjectA,False,True
species220,0.21183332198138172,0.36263480370998097,Project,ProjectA,False,True
species221,0.1359831488986106,0.3207642241099983,Project,ProjectA,False,True
species222,0.1655267175445539,0.35176895211234827,Project,ProjectA,False,True
species223,0.273283315800835,0.419732301176445,Project,ProjectA,False,True
species224,0.05862240606446236,0.18862001703776593,Project,ProjectA,False,True
species225,0.2792398051719954,0.4812240225223068,Project,ProjectA,False,True
species226,0.025981189848949694,0.132484657418465,Project,ProjectA,False,True
species227,0.030164818345109107,0.19104997457638492,Project,ProjectA,False,True
species228,0.03462384140269118,0.18298063123918357,Project,ProjectA,False,True
species229,0.006139819817392942,0.11453975727229648,Project,ProjectA,False,True
species230,0.11640783615027757,0.2478050783737476,Project,ProjectA,False,True
species231,0.15649293063559752,0.3352809971032716,Project,ProjectA,False,True
species232,0.03831960688547168,0.19829741752762017,Project,ProjectA,False,True
species233,0.10818935442582038,0.2587310639246124,Project,ProjectA,False,True
species234,0.006500623222724501,0.1023550256902275,Project,ProjectA,False,True
species235,0.17259017369459903,0.33450672111733204,Project,ProjectA,False,True
species236,0.03314336403290234,0.149635219357715,Project,ProjectA,False,True
species237,0.08406420227172755,0.2434679021783539,Project,ProjectA,False,True
species238,0.11717689635277082,0.27544381780595717,Project,ProjectA,False,True
species239,0.514736064310699,0.6405581860482531,Project,ProjectA,False,True
species240,0.24054368896308004,0.37227700592441737,Project,ProjectA,False,True
species241,0.5699947281875696,0.6928626772377997,Project,ProjectA,False,True
species242,0.49484425868562393,0.6040376600907436,Project,ProjectA,False,True
species243,0.13313502114475353,0.2691321464775647,Project,ProjectA,False,True
species244,0.33751615361960824,0.49585984043656095,Project,ProjectA,False,True
species245,0.501187966348586,0.5650455738900957,Project,ProjectA,False,True
species246,0.3460086788469833,0.4633847009444443,Project,ProjectA,False,True
species247,1.0181615701470963,1.0295262762783055,Project,ProjectA,False,True
species248,0.14845637514147741,0.33136386524464206,Project,ProjectA,False,True
species249,0.06704404877274803,0.19032084003085395,Project,ProjectA,False,True
species250,0.06015162669070995,0.21026137510316337,Project,ProjectA,False,True
species251,0.009672931754195369,0.12276022756304376,Project,ProjectA,False,True
species252,0.13199204910153187,0.2886894596593092,Project,ProjectA,False,True
species253,0.039777837969480354,0.17237256596955475,Project,ProjectA,False,True
species254,0.5707219814437486,0.667448974470168,Project,ProjectA,False,True
species255,0.1359678261734239,0.31312951660176025,Project,ProjectA,False,True
species256,0.024340368025799544,0.13709854841570807,Project,ProjectA,False,True
species257,0.022388533152234498,0.17316695389880563,Project,ProjectA,False,True
species258,0.21188379631324428,0.36412379827491115,Project,ProjectA,False,True
species259,0.0,0.14865149825682644,Project,ProjectA,False,True
species260,0.07463707343257892,0.2157563843472073,Project,ProjectA,False,True
species261,0.538085155303735,0.6688321643723415,Project,ProjectA,False,True
species262,0.5406944310944051,0.6523412312930288,Project,ProjectA,False,True
species263,0.014269087061336639,0.12325094083478545,Project,ProjectA,False,True
species264,0.4385135394740609,0.5738728848340993,Project,ProjectA,False,True
species265,0.019576500240365467,0.1246845516679294,Project,ProjectA,False,True
species266,0.16547900020911516,0.35426361316520216,Project,ProjectA,False,True
species267,0.3456563690777447,0.510139902382841,Project,ProjectA,False,True
species268,0.392232284274249,0.541928186657107,Project,ProjectA,False,True
species269,0.30808885591605917,0.44506574450811964,Project,ProjectA,False,True
species270,0.06624129599324415,0.18515674331003576,Project,ProjectA,False,True
species271,0.06325750235786377,0.2026786099061491,Project,ProjectA,False,True
species272,0.16481805347061212,0.3458741861521334,Project,ProjectA,False,True
species273,0.1321701952486218,0.33603482175248633,Project,ProjectA,False,True
species274,0.4272645306367492,0.5624518451019842,Project,ProjectA,False,True
species275,0.4159290389379223,0.5321499164411885,Project,ProjectA,False,True
species276,0.21689830477085986,0.3505420172246134,Project,ProjectA,False,True
species277,0.5467721201304022,0.6688472441379096,Project,ProjectA,False,True
species278,0.12440791130086422,0.2520105973300613,Project,ProjectA,False,True
species279,0.036143578347383645,0.202717069901223,Project,ProjectA,False,True
species280,0.17353065939855677,0.3684840081162752,Project,ProjectA,False,True
species281,0.025426770304010936,0.12193000085740628,Project,ProjectA,False,True
species282,0.033118536569951604,0.16822864847038602,Project,ProjectA,False,True
species283,0.2437222240568163,0.4135912334974595,Project,ProjectA,False,True
species284,0.24497727653114199,0.4041689340509257,Project,ProjectA,False,True
species285,0.1622742846682363,0.3805111966971427,Project,ProjectA,False,True
species286,0.11404228508367531,0.248059532776631,Project,ProjectA,False,True
species287,0.17038517904955586,0.3402918728441992,Project,ProjectA,False,True
species288,0.08195683383025953,0.25843263001156347,Project,ProjectA,False,True
species289,0.11259691913471277,0.24068845189926166,Project,ProjectA,False,True
species290,0.030516502172218667,0.14422415761079405,Project,ProjectA,False,True
species291,1.0026823386290267,1.0486240978831123,Project,ProjectA,False,True
species292,0.35551570337814453,0.4746563256053419,Project,ProjectA,False,True
species293,0.029073598838318893,0.1673916531172625,Project,ProjectA,False,True
species294,0.12445937500061292,0.27920042114153865,Project,ProjectA,False,True
species295,0.12225075480687364,0.2948325736487699,Project,ProjectA,False,True
species296,0.01523854193960964,0.11187778255219658,Project,ProjectA,False,True
species297,0.33418628674295076,0.5001402274422961,Project,ProjectA,False,True
species298,0.010774481184255065,0.1059472130084617,Project,ProjectA,False,True
species299,0.12541385669015342,0.29654774732338457,Project,ProjectA,False,True
species300,0.21453827780138296,0.39167341573364095,Project,ProjectA,False,True
