,lasso,LogisticRegression,target,target_id,feature,turner
species63,0.0,77.7715925618863,OneMajorDisease,,False,True
species64,0.0,11.285653699184214,OneMajorDisease,,False,True
species65,0.0,34.48734393062498,OneMajorDisease,,False,True
species66,0.0,6.8608730626968875,OneMajorDisease,,False,True
species67,0.0,15.813302040531932,OneMajorDisease,,False,True
species68,0.0,36.52701428154385,OneMajorDisease,,False,True
species69,0.0,32.711363495762804,OneMajorDisease,,False,True
species70,0.0,20.018466010020767,OneMajorDisease,,False,True
species71,0.0,46.562250345177105,OneMajorDisease,,False,True
species72,0.0,24.029236361398215,OneMajorDisease,,False,True
species73,0.0,35.29629151748791,OneMajorDisease,,False,True
species74,0.0,13.189985402542561,OneMajorDisease,,False,True
species75,0.0,15.838296844561953,OneMajorDisease,,False,True
species76,0.0,47.68188783370285,OneMajorDisease,,False,True
species77,0.0,30.37346940692416,OneMajorDisease,,False,True
species78,0.0,19.440004091668055,OneMajorDisease,,False,True
species79,0.0,34.70987104249939,OneMajorDisease,,False,True
species80,0.0,28.841881266590992,OneMajorDisease,,False,True
species81,0.0,66.06423170384595,OneMajorDisease,,False,True
species82,0.0,66.27531986242575,OneMajorDisease,,False,True
species83,0.0,86.52273091105276,OneMajorDisease,,False,True
species84,0.0,10.485186122686853,OneMajorDisease,,False,True
species85,0.0,47.370279740261914,OneMajorDisease,,False,True
species86,0.0,11.65337007458357,OneMajorDisease,,False,True
species87,0.0,38.78626713297969,OneMajorDisease,,False,True
species88,0.0,31.765745559601704,OneMajorDisease,,False,True
species89,0.0,12.073310696365581,OneMajorDisease,,False,True
species90,0.0,12.598059822741687,OneMajorDisease,,False,True
species91,0.0,55.59590311125824,OneMajorDisease,,False,True
species92,0.0,13.119476627399631,OneMajorDisease,,False,True
species93,0.0,14.378871573240096,OneMajorDisease,,False,True
species94,0.0,30.985449476310357,OneMajorDisease,,False,True
species95,0.0,41.40661640317585,OneMajorDisease,,False,True
species96,0.0,36.074175461245126,OneMajorDisease,,False,True
species97,0.0,27.783307600027957,OneMajorDisease,,False,True
species98,0.0,18.63806260349229,OneMajorDisease,,False,True
species99,0.0,28.71321024735014,OneMajorDisease,,False,True
species100,0.0,15.026026496549932,OneMajorDisease,,False,True
species101,0.0,32.549443077858704,OneMajorDisease,,False,True
species102,0.0,62.296317383310495,OneMajorDisease,,False,True
species103,0.0,19.66017307165108,OneMajorDisease,,False,True
species104,0.0,35.581834327794716,OneMajorDisease,,False,True
species105,0.0,27.94396388730262,OneMajorDisease,,False,True
species106,0.0,8.244512377542787,OneMajorDisease,,False,True
species107,0.0,17.58764299229184,OneMajorDisease,,False,True
species108,0.0,44.69815620213636,OneMajorDisease,,False,True
species109,0.0,15.864385959967356,OneMajorDisease,,False,True
species110,0.0,11.091262329276399,OneMajorDisease,,False,True
species111,0.0,46.98804187427245,OneMajorDisease,,False,True
species112,0.0,12.547209941520231,OneMajorDisease,,False,True
species113,0.0,13.686748746326561,OneMajorDisease,,False,True
species114,0.0,25.10107843902788,OneMajorDisease,,False,True
species115,0.0,43.18833059649737,OneMajorDisease,,False,True
species116,0.0,94.71053656312768,OneMajorDisease,,False,True
species117,0.0,16.250290933573954,OneMajorDisease,,False,True
species118,0.0,56.37254420510101,OneMajorDisease,,False,True
species119,0.0,32.583082008429,OneMajorDisease,,False,True
species120,0.0,71.60251270250814,OneMajorDisease,,False,True
species121,0.0,20.95471017905265,OneMajorDisease,,False,True
species122,0.0,41.103209856708666,OneMajorDisease,,False,True
species123,0.0,40.40448856748782,OneMajorDisease,,False,True
species124,0.0,11.724757502464392,OneMajorDisease,,False,True
species125,0.0,60.648365953581596,OneMajorDisease,,False,True
species126,0.0,19.512641922920366,OneMajorDisease,,False,True
species127,0.0,18.209568295093835,OneMajorDisease,,False,True
species128,0.0,6.833854147774997,OneMajorDisease,,False,True
species129,0.0,28.117881881863713,OneMajorDisease,,False,True
species130,0.0,10.948657555294082,OneMajorDisease,,False,True
species131,0.0,17.15441467142368,OneMajorDisease,,False,True
species132,0.0,61.48904091640096,OneMajorDisease,,False,True
species133,0.0,48.73369292493194,OneMajorDisease,,False,True
species134,0.0,14.868911255929955,OneMajorDisease,,False,True
species135,0.0,12.613142677574142,OneMajorDisease,,False,True
species136,0.0,20.358616153850082,OneMajorDisease,,False,True
species137,0.0,19.770043131364748,OneMajorDisease,,False,True
species138,0.0,50.33405903984035,OneMajorDisease,,False,True
species139,0.0,75.28864135807926,OneMajorDisease,,False,True
species140,0.0,40.278614390440296,OneMajorDisease,,False,True
species141,0.0,15.362308006519322,OneMajorDisease,,False,True
species142,0.0,29.224700884988863,OneMajorDisease,,False,True
species143,0.0,11.388341167645397,OneMajorDisease,,False,True
species144,0.0,30.029241276583484,OneMajorDisease,,False,True
species145,0.0,20.356045144435953,OneMajorDisease,,False,True
species146,0.0,28.087856952103643,OneMajorDisease,,False,True
species147,0.0,41.911628567773306,OneMajorDisease,,False,True
species148,0.0,26.936077327274,OneMajorDisease,,False,True
species149,0.0,35.18235537305837,OneMajorDisease,,False,True
species150,0.0,24.40057707788231,OneMajorDisease,,False,True
species151,0.0,31.334049160245407,OneMajorDisease,,False,True
species152,0.0,23.48698567363711,OneMajorDisease,,False,True
species153,0.0,29.78879584071932,OneMajorDisease,,False,True
species154,0.0,28.25827058950287,OneMajorDisease,,False,True
species155,0.0,57.74627551388712,OneMajorDisease,,False,True
species156,0.0,11.068499247246761,OneMajorDisease,,False,True
species157,0.0,8.935728937190731,OneMajorDisease,,False,True
species158,0.0,46.14937398357043,OneMajorDisease,,False,True
species159,0.0,38.720041235446274,OneMajorDisease,,False,True
species160,0.0,15.116887433072293,OneMajorDisease,,False,True
species161,0.0,10.434949251028211,OneMajorDisease,,False,True
species162,0.0,54.66841834155023,OneMajorDisease,,False,True
species163,0.0,52.326085868156284,OneMajorDisease,,False,True
species164,0.0,13.409182505735865,OneMajorDisease,,False,True
species165,0.0,15.861369779216897,OneMajorDisease,,False,True
species166,0.0,43.21601482782035,OneMajorDisease,,False,True
species167,0.0,40.99765184948447,OneMajorDisease,,False,True
species168,0.0,36.9060115150283,OneMajorDisease,,False,True
species169,0.0,11.45983214637926,OneMajorDisease,,False,True
species170,0.0,16.936379434189526,OneMajorDisease,,False,True
species171,0.0,15.634558584729337,OneMajorDisease,,False,True
species172,0.0,19.748576719242372,OneMajorDisease,,False,True
species173,0.0,23.619077614886248,OneMajorDisease,,False,True
species174,0.0,30.5078752722469,OneMajorDisease,,False,True
species175,0.0,83.0150486771597,OneMajorDisease,,False,True
species176,0.0,19.93459323117441,OneMajorDisease,,False,True
species177,0.0,62.029606527087324,OneMajorDisease,,False,True
species178,0.0,56.56222028026141,OneMajorDisease,,False,True
species179,0.0,20.038976098018416,OneMajorDisease,,False,True
species180,0.0,48.361560760570654,OneMajorDisease,,False,True
species181,0.0,60.619789809614716,OneMajorDisease,,False,True
species182,0.0,19.328518045067145,OneMajorDisease,,False,True
species183,0.0,48.17418315602873,OneMajorDisease,,False,True
species184,0.0,63.48816138067599,OneMajorDisease,,False,True
species185,0.0,67.5184213982648,OneMajorDisease,,False,True
species186,0.0,12.69734784349274,OneMajorDisease,,False,True
species187,0.0,22.744388673448587,OneMajorDisease,,False,True
species188,0.0,34.825615427932874,OneMajorDisease,,False,True
species189,0.0,22.869545459757923,OneMajorDisease,,False,True
species190,0.0,23.677392963450153,OneMajorDisease,,False,True
species191,0.0,23.280737134997292,OneMajorDisease,,False,True
species192,0.0,20.949451809185458,OneMajorDisease,,False,True
species193,0.0,27.000353488441668,OneMajorDisease,,False,True
species194,0.0,76.0326122818653,OneMajorDisease,,False,True
species195,0.0,13.453035708843128,OneMajorDisease,,False,True
species196,0.0,25.14549864182611,OneMajorDisease,,False,True
species197,0.0,61.94886904801177,OneMajorDisease,,False,True
species198,0.0,38.273727536984524,OneMajorDisease,,False,True
species199,0.0,41.835183749591025,OneMajorDisease,,False,True
species200,0.0,12.404403853445718,OneMajorDisease,,False,True
species201,0.0,15.976335121298428,OneMajorDisease,,False,True
species202,0.0,94.37204550643794,OneMajorDisease,,False,True
species203,0.0,11.738274891483627,OneMajorDisease,,False,True
species204,0.0,23.644162433258664,OneMajorDisease,,False,True
species205,0.0,52.20610756739303,OneMajorDisease,,False,True
species206,0.0,12.234023228784055,OneMajorDisease,,False,True
species207,0.0,14.251325886030262,OneMajorDisease,,False,True
species208,0.0,71.59041737535136,OneMajorDisease,,False,True
species209,0.0,19.20054519716482,OneMajorDisease,,False,True
species210,0.0,10.470856628435868,OneMajorDisease,,False,True
species211,0.0,65.970469872936,OneMajorDisease,,False,True
species212,0.0,15.960068061549354,OneMajorDisease,,False,True
species213,0.0,35.07945628264449,OneMajorDisease,,False,True
species214,0.0,10.088442347540713,OneMajorDisease,,False,True
species215,0.0,25.99250894847386,OneMajorDisease,,False,True
species216,0.0,13.945191461478137,OneMajorDisease,,False,True
species217,0.0,12.602111915812799,OneMajorDisease,,False,True
species218,0.0,39.81426973196939,OneMajorDisease,,False,True
species219,0.0,25.484086627654598,OneMajorDisease,,False,True
species220,0.0,19.27839840016931,OneMajorDisease,,False,True
species221,0.0,18.64894377749157,OneMajorDisease,,False,True
species222,0.0,27.504825518576627,OneMajorDisease,,False,True
species223,0.0,36.37832608972495,OneMajorDisease,,False,True
species224,0.0,15.595091131163821,OneMajorDisease,,False,True
species225,0.0,41.91095349505416,OneMajorDisease,,False,True
species226,0.0,17.152596830786514,OneMajorDisease,,False,True
species227,0.0,42.79474550801508,OneMajorDisease,,False,True
species228,0.0,36.8161333842324,OneMajorDisease,,False,True
species229,0.0,42.894701307911205,OneMajorDisease,,False,True
species230,0.0,17.68406596546995,OneMajorDisease,,False,True
species231,0.0,15.127705252899933,OneMajorDisease,,False,True
species232,0.0,14.75840769367252,OneMajorDisease,,False,True
species233,0.0,11.513043094440096,OneMajorDisease,,False,True
species234,0.0,50.42425781682443,OneMajorDisease,,False,True
species235,0.0,10.204634067941928,OneMajorDisease,,False,True
species236,0.0,23.303463973866535,OneMajorDisease,,False,True
species237,0.0,45.46614873996877,OneMajorDisease,,False,True
species238,0.0,39.214294501197365,OneMajorDisease,,False,True
species239,0.0,15.123126701929735,OneMajorDisease,,False,True
species240,0.0,44.57023674190989,OneMajorDisease,,False,True
species241,0.0,32.46721709924591,OneMajorDisease,,False,True
species242,0.0,10.097764712016755,OneMajorDisease,,False,True
species243,0.0,29.38209661921375,OneMajorDisease,,False,True
species244,0.0,16.704483289665653,OneMajorDisease,,False,True
species245,0.0,11.17372825525251,OneMajorDisease,,False,True
species246,0.0,50.10735376536458,OneMajorDisease,,False,True
species247,0.0,49.14025629400162,OneMajorDisease,,False,True
species248,0.0,43.537774966562154,OneMajorDisease,,False,True
species249,0.0,55.45624728012017,OneMajorDisease,,False,True
species250,0.0,18.10202084630987,OneMajorDisease,,False,True
species251,0.0,15.698709103814508,OneMajorDisease,,False,True
species252,0.0,67.55335087340755,OneMajorDisease,,False,True
species253,0.0,14.828071728567014,OneMajorDisease,,False,True
species254,0.0,23.64017072261156,OneMajorDisease,,False,True
species255,0.0,8.448484532582516,OneMajorDisease,,False,True
species256,0.0,10.907024965011223,OneMajorDisease,,False,True
species257,0.0,14.158362649322104,OneMajorDisease,,False,True
species258,0.0,12.613735253262636,OneMajorDisease,,False,True
species259,0.0,64.67754053952554,OneMajorDisease,,False,True
species260,0.0,16.596438831818457,OneMajorDisease,,False,True
species261,0.0,11.004547277428562,OneMajorDisease,,False,True
species262,0.0,10.427051192704818,OneMajorDisease,,False,True
species263,0.0,17.68466039591811,OneMajorDisease,,False,True
species264,0.0,27.094197835625703,OneMajorDisease,,False,True
species265,0.0,12.23308100813682,OneMajorDisease,,False,True
species266,0.0,23.218582070953886,OneMajorDisease,,False,True
species267,0.0,19.965867427154343,OneMajorDisease,,False,True
species268,0.0,18.71672866506003,OneMajorDisease,,False,True
species269,0.0,52.54119218595995,OneMajorDisease,,False,True
species270,0.0,29.754946442927015,OneMajorDisease,,False,True
species271,0.0,87.37159880061857,OneMajorDisease,,False,True
species272,0.0,22.757638519532122,OneMajorDisease,,False,True
species273,0.0,17.226828395833206,OneMajorDisease,,False,True
species274,0.0,25.210157178863128,OneMajorDisease,,False,True
species275,0.0,39.04023615843943,OneMajorDisease,,False,True
species276,0.0,23.51971421527629,OneMajorDisease,,False,True
species277,0.0,16.83709022339617,OneMajorDisease,,False,True
species278,0.0,20.917694382267694,OneMajorDisease,,False,True
species279,0.0,12.722017784745669,OneMajorDisease,,False,True
species280,0.0,14.099291635632687,OneMajorDisease,,False,True
species281,0.0,8.990982867181632,OneMajorDisease,,False,True
species282,0.0,29.985141526589302,OneMajorDisease,,False,True
species283,0.0,17.23103954910002,OneMajorDisease,,False,True
species284,0.0,13.107654304278253,OneMajorDisease,,False,True
species285,0.0,39.42081029090711,OneMajorDisease,,False,True
species286,0.0,11.2118688273157,OneMajorDisease,,False,True
species287,0.0,39.08563959883942,OneMajorDisease,,False,True
species288,0.0,21.672123183694197,OneMajorDisease,,False,True
species289,0.0,14.929715703632379,OneMajorDisease,,False,True
species290,0.0,17.717425697221753,OneMajorDisease,,False,True
species291,0.0,94.33132197879735,OneMajorDisease,,False,True
species292,0.0,15.724200919332791,OneMajorDisease,,False,True
species293,0.0,20.992747569624886,OneMajorDisease,,False,True
species294,0.0,67.63532512267365,OneMajorDisease,,False,True
species295,0.0,17.939356102162435,OneMajorDisease,,False,True
species296,0.0,22.12618577411888,OneMajorDisease,,False,True
species297,0.0,38.18185014957477,OneMajorDisease,,False,True
species298,0.0,23.70172443468452,OneMajorDisease,,False,True
species299,0.0,16.549140628146343,OneMajorDisease,,False,True
species300,0.0,10.183784494470107,OneMajorDisease,,False,True
