,Model,Accuracy,Precision,Recall,F1,ROC_AUC,MCC,Specificity,CV,Repeat,target,target_id,feature,turner
18,lasso,0.6,0.5714285714285714,0.8,0.6666666666666666,0.64,0.2182178902359924,0.4,Fold9,2,Disease,DiseaseA,False,True
19,lasso,0.4,0.42857142857142855,0.6,0.5,0.64,-0.2182178902359924,0.2,Fold10,2,Disease,DiseaseA,False,True
20,lasso,0.4,0.4,0.4,0.4,0.4000000000000001,-0.2,0.4,Fold1,3,Disease,DiseaseA,False,True
21,lasso,0.6,0.6,0.6,0.6,0.56,0.2,0.6,Fold2,3,Disease,DiseaseA,False,True
22,lasso,0.4,0.3333333333333333,0.2,0.25,0.48,-0.2182178902359924,0.6,Fold3,3,Disease,DiseaseA,False,True
23,lasso,0.3,0.3333333333333333,0.4,0.36363636363636365,0.4,-0.408248290463863,0.2,Fold4,3,Disease,DiseaseA,False,True
24,lasso,0.6,0.6,0.6,0.6,0.52,0.2,0.6,Fold5,3,Disease,DiseaseA,False,True
25,lasso,0.6,0.5714285714285714,0.8,0.6666666666666666,0.68,0.2182178902359924,0.4,Fold6,3,Disease,DiseaseA,False,True
26,lasso,0.6,0.6,0.6,0.6,0.68,0.2,0.6,Fold7,3,Disease,DiseaseA,False,True
27,lasso,0.7,0.75,0.6,0.6666666666666666,0.72,0.408248290463863,0.8,Fold8,3,Disease,DiseaseA,False,True
28,lasso,0.4,0.3333333333333333,0.2,0.25,0.4,-0.2182178902359924,0.6,Fold9,3,Disease,DiseaseA,False,True
29,lasso,0.3,0.3333333333333333,0.4,0.36363636363636365,0.19999999999999998,-0.408248290463863,0.2,Fold10,3,Disease,DiseaseA,False,True
30,lasso,0.2,0.2857142857142857,0.4,0.3333333333333333,0.28,-0.6546536707079772,0.0,Fold1,4,Disease,DiseaseA,False,True
31,lasso,0.3,0.25,0.2,0.2222222222222222,0.52,-0.408248290463863,0.4,Fold2,4,Disease,DiseaseA,False,True
32,lasso,0.3,0.3333333333333333,0.4,0.36363636363636365,0.36,-0.408248290463863,0.2,Fold3,4,Disease,DiseaseA,False,True
33,lasso,0.5,0.5,0.6,0.5454545454545454,0.52,0.0,0.4,Fold4,4,Disease,DiseaseA,False,True
34,lasso,0.7,0.75,0.6,0.6666666666666666,0.48,0.408248290463863,0.8,Fold5,4,Disease,DiseaseA,False,True
35,lasso,0.6,0.6,0.6,0.6,0.6,0.2,0.6,Fold6,4,Disease,DiseaseA,False,True
36,lasso,0.6,0.5714285714285714,0.8,0.6666666666666666,0.7200000000000001,0.2182178902359924,0.4,Fold7,4,Disease,DiseaseA,False,True
37,lasso,0.4,0.4,0.4,0.4,0.44000000000000006,-0.2,0.4,Fold8,4,Disease,DiseaseA,False,True
38,lasso,0.3,0.25,0.2,0.2222222222222222,0.39999999999999997,-0.408248290463863,0.4,Fold9,4,Disease,DiseaseA,False,True
39,lasso,0.5,0.5,0.4,0.4444444444444444,0.56,0.0,0.6,Fold10,4,Disease,DiseaseA,False,True
40,lasso,0.4,0.3333333333333333,0.2,0.25,0.56,-0.2182178902359924,0.6,Fold1,5,Disease,DiseaseA,False,True
41,lasso,0.4,0.4,0.4,0.4,0.32,-0.2,0.4,Fold2,5,Disease,DiseaseA,False,True
42,lasso,0.4,0.3333333333333333,0.2,0.25,0.4,-0.2182178902359924,0.6,Fold3,5,Disease,DiseaseA,False,True
43,lasso,0.4,0.4,0.4,0.4,0.48,-0.2,0.4,Fold4,5,Disease,DiseaseA,False,True
44,lasso,0.4,0.4444444444444444,0.8,0.5714285714285714,0.64,-0.3333333333333333,0.0,Fold5,5,Disease,DiseaseA,False,True
45,lasso,0.4,0.4,0.4,0.4,0.4,-0.2,0.4,Fold6,5,Disease,DiseaseA,False,True
46,lasso,0.6,0.6666666666666666,0.4,0.5,0.56,0.2182178902359924,0.8,Fold7,5,Disease,DiseaseA,False,True
47,lasso,0.6,0.6666666666666666,0.4,0.5,0.6799999999999999,0.2182178902359924,0.8,Fold8,5,Disease,DiseaseA,False,True
48,lasso,0.9,1.0,0.8,0.8888888888888888,0.88,0.816496580927726,1.0,Fold9,5,Disease,DiseaseA,False,True
49,lasso,0.5,0.5,0.2,0.2857142857142857,0.44,0.0,0.8,Fold10,5,Disease,DiseaseA,False,True
50,lasso,0.5,0.5,0.4,0.4444444444444444,0.44000000000000006,0.0,0.6,Fold1,6,Disease,DiseaseA,False,True
51,lasso,0.7,0.6666666666666666,0.8,0.7272727272727273,0.84,0.408248290463863,0.6,Fold2,6,Disease,DiseaseA,False,True
52,lasso,0.4,0.4,0.4,0.4,0.48000000000000004,-0.2,0.4,Fold3,6,Disease,DiseaseA,False,True
53,lasso,0.2,0.2857142857142857,0.4,0.3333333333333333,0.2,-0.6546536707079772,0.0,Fold4,6,Disease,DiseaseA,False,True
54,lasso,0.4,0.42857142857142855,0.6,0.5,0.56,-0.2182178902359924,0.2,Fold5,6,Disease,DiseaseA,False,True
55,lasso,0.6,0.5714285714285714,0.8,0.6666666666666666,0.6000000000000001,0.2182178902359924,0.4,Fold6,6,Disease,DiseaseA,False,True
56,lasso,0.8,0.8,0.8,0.8,0.8400000000000001,0.6,0.8,Fold7,6,Disease,DiseaseA,False,True
57,lasso,0.8,0.7142857142857143,1.0,0.8333333333333334,0.64,0.6546536707079772,0.6,Fold8,6,Disease,DiseaseA,False,True
58,lasso,0.5,0.5,0.4,0.4444444444444444,0.44,0.0,0.6,Fold9,6,Disease,DiseaseA,False,True
59,lasso,0.5,0.5,0.6,0.5454545454545454,0.52,0.0,0.4,Fold10,6,Disease,DiseaseA,False,True
60,lasso,0.4,0.3333333333333333,0.2,0.25,0.44000000000000006,-0.2182178902359924,0.6,Fold1,7,Disease,DiseaseA,False,True
61,lasso,0.5,0.5,0.4,0.4444444444444444,0.52,0.0,0.6,Fold2,7,Disease,DiseaseA,False,True
62,lasso,0.6,0.5714285714285714,0.8,0.6666666666666666,0.7200000000000001,0.2182178902359924,0.4,Fold3,7,Disease,DiseaseA,False,True
63,lasso,0.4,0.3333333333333333,0.2,0.25,0.4,-0.2182178902359924,0.6,Fold4,7,Disease,DiseaseA,False,True
64,lasso,0.6,0.5714285714285714,0.8,0.6666666666666666,0.4800000000000001,0.2182178902359924,0.4,Fold5,7,Disease,DiseaseA,False,True
65,lasso,0.6,0.6,0.6,0.6,0.72,0.2,0.6,Fold6,7,Disease,DiseaseA,False,True
66,lasso,0.4,0.3333333333333333,0.2,0.25,0.28,-0.2182178902359924,0.6,Fold7,7,Disease,DiseaseA,False,True
67,lasso,0.4,0.4,0.4,0.4,0.48000000000000004,-0.2,0.4,Fold8,7,Disease,DiseaseA,False,True
68,lasso,0.5,0.5,0.6,0.5454545454545454,0.39999999999999997,0.0,0.4,Fold9,7,Disease,DiseaseA,False,True
69,lasso,0.4,0.4,0.4,0.4,0.32000000000000006,-0.2,0.4,Fold10,7,Disease,DiseaseA,False,True
70,lasso,0.3,0.25,0.2,0.2222222222222222,0.52,-0.408248290463863,0.4,Fold1,8,Disease,DiseaseA,False,True
71,lasso,0.5,0.5,0.6,0.5454545454545454,0.72,0.0,0.4,Fold2,8,Disease,DiseaseA,False,True
72,lasso,0.7,0.6666666666666666,0.8,0.7272727272727273,0.8,0.408248290463863,0.6,Fold3,8,Disease,DiseaseA,False,True
73,lasso,0.5,0.5,0.4,0.4444444444444444,0.6799999999999999,0.0,0.6,Fold4,8,Disease,DiseaseA,False,True
74,lasso,0.7,0.6666666666666666,0.8,0.7272727272727273,0.6,0.408248290463863,0.6,Fold5,8,Disease,DiseaseA,False,True
75,lasso,0.4,0.3333333333333333,0.2,0.25,0.56,-0.2182178902359924,0.6,Fold6,8,Disease,DiseaseA,False,True
76,lasso,0.4,0.3333333333333333,0.2,0.25,0.44,-0.2182178902359924,0.6,Fold7,8,Disease,DiseaseA,False,True
77,lasso,0.7,0.6666666666666666,0.8,0.7272727272727273,0.68,0.408248290463863,0.6,Fold8,8,Disease,DiseaseA,False,True
78,lasso,0.6,0.6,0.6,0.6,0.6799999999999999,0.2,0.6,Fold9,8,Disease,DiseaseA,False,True
79,lasso,0.6,0.6666666666666666,0.4,0.5,0.64,0.2182178902359924,0.8,Fold10,8,Disease,DiseaseA,False,True
80,lasso,0.2,0.2,0.2,0.2,0.07999999999999999,-0.6,0.2,Fold1,9,Disease,DiseaseA,False,True
81,lasso,0.7,0.625,1.0,0.7692307692307693,0.48,0.5,0.4,Fold2,9,Disease,DiseaseA,False,True
82,lasso,0.6,0.5714285714285714,0.8,0.6666666666666666,0.68,0.2182178902359924,0.4,Fold3,9,Disease,DiseaseA,False,True
83,lasso,0.7,0.6666666666666666,0.8,0.7272727272727273,0.76,0.408248290463863,0.6,Fold4,9,Disease,DiseaseA,False,True
84,lasso,0.4,0.0,0.0,0.0,0.64,-0.3333333333333333,0.8,Fold5,9,Disease,DiseaseA,False,True
85,lasso,0.5,0.5,0.8,0.6153846153846154,0.52,0.0,0.2,Fold6,9,Disease,DiseaseA,False,True
86,lasso,0.5,0.5,0.4,0.4444444444444444,0.48,0.0,0.6,Fold7,9,Disease,DiseaseA,False,True
87,lasso,0.7,0.75,0.6,0.6666666666666666,0.76,0.408248290463863,0.8,Fold8,9,Disease,DiseaseA,False,True
88,lasso,0.4,0.3333333333333333,0.2,0.25,0.56,-0.2182178902359924,0.6,Fold9,9,Disease,DiseaseA,False,True
89,lasso,0.4,0.4,0.4,0.4,0.36,-0.2,0.4,Fold10,9,Disease,DiseaseA,False,True
90,lasso,0.6,0.6666666666666666,0.4,0.5,0.52,0.2182178902359924,0.8,Fold1,10,Disease,DiseaseA,False,True
91,lasso,0.7,0.6666666666666666,0.8,0.7272727272727273,0.6799999999999999,0.408248290463863,0.6,Fold2,10,Disease,DiseaseA,False,True
92,lasso,0.4,0.4,0.4,0.4,0.4000000000000001,-0.2,0.4,Fold3,10,Disease,DiseaseA,False,True
93,lasso,0.5,0.5,0.4,0.4444444444444444,0.48,0.0,0.6,Fold4,10,Disease,DiseaseA,False,True
94,lasso,0.3,0.25,0.2,0.2222222222222222,0.28,-0.408248290463863,0.4,Fold5,10,Disease,DiseaseA,False,True
95,lasso,0.7,0.75,0.6,0.6666666666666666,0.6799999999999999,0.408248290463863,0.8,Fold6,10,Disease,DiseaseA,False,True
96,lasso,0.6,0.6,0.6,0.6,0.52,0.2,0.6,Fold7,10,Disease,DiseaseA,False,True
97,lasso,0.4,0.0,0.0,0.0,0.12,-0.3333333333333333,0.8,Fold8,10,Disease,DiseaseA,False,True
98,lasso,0.4,0.42857142857142855,0.6,0.5,0.31999999999999995,-0.2182178902359924,0.2,Fold9,10,Disease,DiseaseA,False,True
99,lasso,0.6,0.6,0.6,0.6,0.6,0.2,0.6,Fold10,10,Disease,DiseaseA,False,True
100,LogisticRegression,0.6,0.5714285714285714,0.8,0.6666666666666666,0.56,0.2182178902359924,0.4,Fold1,1,Disease,DiseaseA,False,True
101,LogisticRegression,0.5,0.5,0.2,0.2857142857142857,0.4,0.0,0.8,Fold2,1,Disease,DiseaseA,False,True
102,LogisticRegression,0.4,0.42857142857142855,0.6,0.5,0.28,-0.2182178902359924,0.2,Fold3,1,Disease,DiseaseA,False,True
103,LogisticRegression,0.5,0.5,0.6,0.5454545454545454,0.56,0.0,0.4,Fold4,1,Disease,DiseaseA,False,True
104,LogisticRegression,0.6,0.6666666666666666,0.4,0.5,0.6799999999999999,0.2182178902359924,0.8,Fold5,1,Disease,DiseaseA,False,True
105,LogisticRegression,0.7,0.6666666666666666,0.8,0.7272727272727273,0.6799999999999999,0.408248290463863,0.6,Fold6,1,Disease,DiseaseA,False,True
106,LogisticRegression,0.7,0.625,1.0,0.7692307692307693,0.64,0.5,0.4,Fold7,1,Disease,DiseaseA,False,True
107,LogisticRegression,0.4,0.4,0.4,0.4,0.4,-0.2,0.4,Fold8,1,Disease,DiseaseA,False,True
108,LogisticRegression,0.6,0.6,0.6,0.6,0.6,0.2,0.6,Fold9,1,Disease,DiseaseA,False,True
109,LogisticRegression,0.5,0.5,0.4,0.4444444444444444,0.52,0.0,0.6,Fold10,1,Disease,DiseaseA,False,True
110,LogisticRegression,0.1,0.16666666666666666,0.2,0.18181818181818182,0.0,-0.816496580927726,0.0,Fold1,2,Disease,DiseaseA,False,True
111,LogisticRegression,0.7,0.75,0.6,0.6666666666666666,0.8,0.408248290463863,0.8,Fold2,2,Disease,DiseaseA,False,True
112,LogisticRegression,0.5,0.5,0.4,0.4444444444444444,0.64,0.0,0.6,Fold3,2,Disease,DiseaseA,False,True
113,LogisticRegression,0.4,0.3333333333333333,0.2,0.25,0.43999999999999995,-0.2182178902359924,0.6,Fold4,2,Disease,DiseaseA,False,True
114,LogisticRegression,0.5,0.5,0.4,0.4444444444444444,0.43999999999999995,0.0,0.6,Fold5,2,Disease,DiseaseA,False,True
115,LogisticRegression,0.5,0.5,0.4,0.4444444444444444,0.4800000000000001,0.0,0.6,Fold6,2,Disease,DiseaseA,False,True
116,LogisticRegression,0.4,0.4,0.4,0.4,0.28,-0.2,0.4,Fold7,2,Disease,DiseaseA,False,True
117,LogisticRegression,0.7,0.6666666666666666,0.8,0.7272727272727273,0.64,0.408248290463863,0.6,Fold8,2,Disease,DiseaseA,False,True
118,LogisticRegression,0.7,1.0,0.4,0.5714285714285714,0.7600000000000001,0.5,1.0,Fold9,2,Disease,DiseaseA,False,True
119,LogisticRegression,0.5,0.5,0.6,0.5454545454545454,0.36,0.0,0.4,Fold10,2,Disease,DiseaseA,False,True
120,LogisticRegression,0.3,0.0,0.0,0.0,0.44000000000000006,-0.5,0.6,Fold1,3,Disease,DiseaseA,False,True
121,LogisticRegression,0.6,0.6,0.6,0.6,0.56,0.2,0.6,Fold2,3,Disease,DiseaseA,False,True
122,LogisticRegression,0.6,0.6666666666666666,0.4,0.5,0.48000000000000004,0.2182178902359924,0.8,Fold3,3,Disease,DiseaseA,False,True
123,LogisticRegression,0.5,0.5,0.4,0.4444444444444444,0.44000000000000006,0.0,0.6,Fold4,3,Disease,DiseaseA,False,True
124,LogisticRegression,0.3,0.25,0.2,0.2222222222222222,0.27999999999999997,-0.408248290463863,0.4,Fold5,3,Disease,DiseaseA,False,True
125,LogisticRegression,0.6,0.5714285714285714,0.8,0.6666666666666666,0.56,0.2182178902359924,0.4,Fold6,3,Disease,DiseaseA,False,True
126,LogisticRegression,0.6,0.5714285714285714,0.8,0.6666666666666666,0.68,0.2182178902359924,0.4,Fold7,3,Disease,DiseaseA,False,True
127,LogisticRegression,0.6,0.6,0.6,0.6,0.52,0.2,0.6,Fold8,3,Disease,DiseaseA,False,True
128,LogisticRegression,0.5,0.5,0.4,0.4444444444444444,0.48000000000000004,0.0,0.6,Fold9,3,Disease,DiseaseA,False,True
129,LogisticRegression,0.3,0.3333333333333333,0.4,0.36363636363636365,0.32,-0.408248290463863,0.2,Fold10,3,Disease,DiseaseA,False,True
130,LogisticRegression,0.4,0.42857142857142855,0.6,0.5,0.27999999999999997,-0.2182178902359924,0.2,Fold1,4,Disease,DiseaseA,False,True
131,LogisticRegression,0.4,0.4,0.4,0.4,0.52,-0.2,0.4,Fold2,4,Disease,DiseaseA,False,True
132,LogisticRegression,0.5,0.5,0.6,0.5454545454545454,0.4,0.0,0.4,Fold3,4,Disease,DiseaseA,False,True
133,LogisticRegression,0.7,0.6666666666666666,0.8,0.7272727272727273,0.6,0.408248290463863,0.6,Fold4,4,Disease,DiseaseA,False,True
134,LogisticRegression,0.6,0.6666666666666666,0.4,0.5,0.4,0.2182178902359924,0.8,Fold5,4,Disease,DiseaseA,False,True
135,LogisticRegression,0.7,0.75,0.6,0.6666666666666666,0.8,0.408248290463863,0.8,Fold6,4,Disease,DiseaseA,False,True
136,LogisticRegression,0.5,0.5,0.4,0.4444444444444444,0.48,0.0,0.6,Fold7,4,Disease,DiseaseA,False,True
137,LogisticRegression,0.5,0.5,0.4,0.4444444444444444,0.52,0.0,0.6,Fold8,4,Disease,DiseaseA,False,True
138,LogisticRegression,0.7,0.6666666666666666,0.8,0.7272727272727273,0.8,0.408248290463863,0.6,Fold9,4,Disease,DiseaseA,False,True
139,LogisticRegression,0.7,0.75,0.6,0.6666666666666666,0.6799999999999999,0.408248290463863,0.8,Fold10,4,Disease,DiseaseA,False,True
140,LogisticRegression,0.4,0.3333333333333333,0.2,0.25,0.56,-0.2182178902359924,0.6,Fold1,5,Disease,DiseaseA,False,True
141,LogisticRegression,0.4,0.4,0.4,0.4,0.28,-0.2,0.4,Fold2,5,Disease,DiseaseA,False,True
142,LogisticRegression,0.4,0.3333333333333333,0.2,0.25,0.52,-0.2182178902359924,0.6,Fold3,5,Disease,DiseaseA,False,True
143,LogisticRegression,0.4,0.42857142857142855,0.6,0.5,0.32,-0.2182178902359924,0.2,Fold4,5,Disease,DiseaseA,False,True
144,LogisticRegression,0.5,0.5,0.6,0.5454545454545454,0.48000000000000004,0.0,0.4,Fold5,5,Disease,DiseaseA,False,True
145,LogisticRegression,0.4,0.3333333333333333,0.2,0.25,0.5599999999999999,-0.2182178902359924,0.6,Fold6,5,Disease,DiseaseA,False,True
146,LogisticRegression,0.5,0.5,0.4,0.4444444444444444,0.6000000000000001,0.0,0.6,Fold7,5,Disease,DiseaseA,False,True
147,LogisticRegression,0.6,0.6666666666666666,0.4,0.5,0.64,0.2182178902359924,0.8,Fold8,5,Disease,DiseaseA,False,True
148,LogisticRegression,0.8,0.8,0.8,0.8,0.88,0.6,0.8,Fold9,5,Disease,DiseaseA,False,True
149,LogisticRegression,0.5,0.5,0.4,0.4444444444444444,0.52,0.0,0.6,Fold10,5,Disease,DiseaseA,False,True
150,LogisticRegression,0.5,0.5,0.2,0.2857142857142857,0.6799999999999999,0.0,0.8,Fold1,6,Disease,DiseaseA,False,True
151,LogisticRegression,0.4,0.4,0.4,0.4,0.44,-0.2,0.4,Fold2,6,Disease,DiseaseA,False,True
152,LogisticRegression,0.6,0.5714285714285714,0.8,0.6666666666666666,0.6,0.2182178902359924,0.4,Fold3,6,Disease,DiseaseA,False,True
153,LogisticRegression,0.3,0.25,0.2,0.2222222222222222,0.12,-0.408248290463863,0.4,Fold4,6,Disease,DiseaseA,False,True
154,LogisticRegression,0.8,0.8,0.8,0.8,0.8,0.6,0.8,Fold5,6,Disease,DiseaseA,False,True
155,LogisticRegression,0.5,0.5,0.4,0.4444444444444444,0.48,0.0,0.6,Fold6,6,Disease,DiseaseA,False,True
156,LogisticRegression,0.8,0.8,0.8,0.8,0.8400000000000001,0.6,0.8,Fold7,6,Disease,DiseaseA,False,True
157,LogisticRegression,0.7,0.6666666666666666,0.8,0.7272727272727273,0.72,0.408248290463863,0.6,Fold8,6,Disease,DiseaseA,False,True
158,LogisticRegression,0.4,0.4,0.4,0.4,0.16000000000000003,-0.2,0.4,Fold9,6,Disease,DiseaseA,False,True
159,LogisticRegression,0.5,0.5,0.6,0.5454545454545454,0.4,0.0,0.4,Fold10,6,Disease,DiseaseA,False,True
160,LogisticRegression,0.5,0.5,0.4,0.4444444444444444,0.43999999999999995,0.0,0.6,Fold1,7,Disease,DiseaseA,False,True
161,LogisticRegression,0.3,0.0,0.0,0.0,0.27999999999999997,-0.5,0.6,Fold2,7,Disease,DiseaseA,False,True
162,LogisticRegression,0.6,0.6666666666666666,0.4,0.5,0.68,0.2182178902359924,0.8,Fold3,7,Disease,DiseaseA,False,True
163,LogisticRegression,0.4,0.4,0.4,0.4,0.36,-0.2,0.4,Fold4,7,Disease,DiseaseA,False,True
164,LogisticRegression,0.4,0.4,0.4,0.4,0.4,-0.2,0.4,Fold5,7,Disease,DiseaseA,False,True
165,LogisticRegression,0.6,0.6,0.6,0.6,0.6,0.2,0.6,Fold6,7,Disease,DiseaseA,False,True
166,LogisticRegression,0.4,0.4,0.4,0.4,0.4000000000000001,-0.2,0.4,Fold7,7,Disease,DiseaseA,False,True
167,LogisticRegression,0.6,0.6666666666666666,0.4,0.5,0.6,0.2182178902359924,0.8,Fold8,7,Disease,DiseaseA,False,True
168,LogisticRegression,0.6,0.6,0.6,0.6,0.6799999999999999,0.2,0.6,Fold9,7,Disease,DiseaseA,False,True
169,LogisticRegression,0.3,0.3333333333333333,0.4,0.36363636363636365,0.31999999999999995,-0.408248290463863,0.2,Fold10,7,Disease,DiseaseA,False,True
170,LogisticRegression,0.6,0.5714285714285714,0.8,0.6666666666666666,0.56,0.2182178902359924,0.4,Fold1,8,Disease,DiseaseA,False,True
171,LogisticRegression,0.6,0.6666666666666666,0.4,0.5,0.56,0.2182178902359924,0.8,Fold2,8,Disease,DiseaseA,False,True
172,LogisticRegression,0.6,0.5714285714285714,0.8,0.6666666666666666,0.64,0.2182178902359924,0.4,Fold3,8,Disease,DiseaseA,False,True
173,LogisticRegression,0.7,0.75,0.6,0.6666666666666666,0.76,0.408248290463863,0.8,Fold4,8,Disease,DiseaseA,False,True
174,LogisticRegression,0.6,0.5714285714285714,0.8,0.6666666666666666,0.7200000000000002,0.2182178902359924,0.4,Fold5,8,Disease,DiseaseA,False,True
175,LogisticRegression,0.4,0.3333333333333333,0.2,0.25,0.36000000000000004,-0.2182178902359924,0.6,Fold6,8,Disease,DiseaseA,False,True
176,LogisticRegression,0.3,0.3333333333333333,0.4,0.36363636363636365,0.24,-0.408248290463863,0.2,Fold7,8,Disease,DiseaseA,False,True
177,LogisticRegression,0.8,0.8,0.8,0.8,0.7600000000000001,0.6,0.8,Fold8,8,Disease,DiseaseA,False,True
178,LogisticRegression,0.5,0.5,0.6,0.5454545454545454,0.36,0.0,0.4,Fold9,8,Disease,DiseaseA,False,True
179,LogisticRegression,0.4,0.0,0.0,0.0,0.6000000000000001,-0.3333333333333333,0.8,Fold10,8,Disease,DiseaseA,False,True
180,LogisticRegression,0.5,0.5,0.2,0.2857142857142857,0.48,0.0,0.8,Fold1,9,Disease,DiseaseA,False,True
181,LogisticRegression,0.6,0.5714285714285714,0.8,0.6666666666666666,0.52,0.2182178902359924,0.4,Fold2,9,Disease,DiseaseA,False,True
182,LogisticRegression,0.6,0.5714285714285714,0.8,0.6666666666666666,0.52,0.2182178902359924,0.4,Fold3,9,Disease,DiseaseA,False,True
183,LogisticRegression,0.7,0.75,0.6,0.6666666666666666,0.76,0.408248290463863,0.8,Fold4,9,Disease,DiseaseA,False,True
184,LogisticRegression,0.5,0.5,0.2,0.2857142857142857,0.52,0.0,0.8,Fold5,9,Disease,DiseaseA,False,True
185,LogisticRegression,0.5,0.5,0.6,0.5454545454545454,0.48,0.0,0.4,Fold6,9,Disease,DiseaseA,False,True
186,LogisticRegression,0.3,0.25,0.2,0.2222222222222222,0.36,-0.408248290463863,0.4,Fold7,9,Disease,DiseaseA,False,True
187,LogisticRegression,0.6,0.6666666666666666,0.4,0.5,0.68,0.2182178902359924,0.8,Fold8,9,Disease,DiseaseA,False,True
188,LogisticRegression,0.6,0.5714285714285714,0.8,0.6666666666666666,0.6799999999999999,0.2182178902359924,0.4,Fold9,9,Disease,DiseaseA,False,True
189,LogisticRegression,0.5,0.5,0.6,0.5454545454545454,0.6,0.0,0.4,Fold10,9,Disease,DiseaseA,False,True
190,LogisticRegression,0.6,0.6,0.6,0.6,0.6799999999999999,0.2,0.6,Fold1,10,Disease,DiseaseA,False,True
191,LogisticRegression,0.7,0.6666666666666666,0.8,0.7272727272727273,0.56,0.408248290463863,0.6,Fold2,10,Disease,DiseaseA,False,True
192,LogisticRegression,0.6,0.6666666666666666,0.4,0.5,0.52,0.2182178902359924,0.8,Fold3,10,Disease,DiseaseA,False,True
193,LogisticRegression,0.7,0.75,0.6,0.6666666666666666,0.6,0.408248290463863,0.8,Fold4,10,Disease,DiseaseA,False,True
194,LogisticRegression,0.5,0.5,0.4,0.4444444444444444,0.52,0.0,0.6,Fold5,10,Disease,DiseaseA,False,True
195,LogisticRegression,0.7,0.75,0.6,0.6666666666666666,0.8800000000000001,0.408248290463863,0.8,Fold6,10,Disease,DiseaseA,False,True
196,LogisticRegression,0.5,0.5,0.4,0.4444444444444444,0.52,0.0,0.6,Fold7,10,Disease,DiseaseA,False,True
197,LogisticRegression,0.4,0.4,0.4,0.4,0.24,-0.2,0.4,Fold8,10,Disease,DiseaseA,False,True
198,LogisticRegression,0.4,0.42857142857142855,0.6,0.5,0.11999999999999997,-0.2182178902359924,0.2,Fold9,10,Disease,DiseaseA,False,True
199,LogisticRegression,0.5,0.5,0.4,0.4444444444444444,0.64,0.0,0.6,Fold10,10,Disease,DiseaseA,False,True
