,lasso,LogisticRegression,target,target_id,feature,turner
species106,1.1709075012935368,9.407354281186667,Project,ProjectA,False,True
species107,0.4883880409539021,13.8508102330776,Project,ProjectA,False,True
species108,0.11636697304260554,11.236560685393272,Project,ProjectA,False,True
species109,0.14061542701390956,5.463729006452309,Project,ProjectA,False,True
species110,2.102561629840104,39.79504432175102,Project,ProjectA,False,True
species111,0.06680637285626997,6.244967822469002,Project,ProjectA,False,True
species112,1.304042707975414,29.58831883942359,Project,ProjectA,False,True
species113,1.235790204671186,23.533819570928078,Project,ProjectA,False,True
species114,0.0,4.335242887618081,Project,ProjectA,False,True
species115,0.10139637528704493,6.7654773334552285,Project,ProjectA,False,True
species116,5.739555870538266,64.03940899065344,Project,ProjectA,False,True
species117,1.7904598552674185,23.631836164688615,Project,ProjectA,False,True
species118,0.5891180502975236,12.990125962816183,Project,ProjectA,False,True
species119,0.08648177626428082,8.420870058249553,Project,ProjectA,False,True
species120,0.15671331682998524,13.648665953531426,Project,ProjectA,False,True
species121,0.014134715785105213,7.01003152254445,Project,ProjectA,False,True
species122,0.004203257023587949,5.193045183464109,Project,ProjectA,False,True
species123,0.015592479738900322,11.235567135051605,Project,ProjectA,False,True
species124,0.6339868899376918,13.455504923610786,Project,ProjectA,False,True
species125,0.571278566328586,18.038572867550133,Project,ProjectA,False,True
species126,0.04845790211972824,8.010617451393099,Project,ProjectA,False,True
species127,1.2035483390757469,22.82680762160164,Project,ProjectA,False,True
species128,0.0,5.30846279993173,Project,ProjectA,False,True
species129,0.1447322052111608,17.659355314713384,Project,ProjectA,False,True
species130,0.0013660877183631387,8.967845711722209,Project,ProjectA,False,True
species131,1.2636586673178751,24.144936083011,Project,ProjectA,False,True
species132,0.22400133285272078,16.955194926667495,Project,ProjectA,False,True
species133,0.6190395412846815,19.2601652109428,Project,ProjectA,False,True
species134,0.0,5.615915187419062,Project,ProjectA,False,True
species135,0.0,4.313942904056592,Project,ProjectA,False,True
species136,0.672022790597144,8.992172231253264,Project,ProjectA,False,True
species137,0.7074029700392919,18.01422486621431,Project,ProjectA,False,True
species138,1.1539325806751486,20.089480100391757,Project,ProjectA,False,True
species139,0.0685192062022242,9.368088073697063,Project,ProjectA,False,True
species140,0.00431920866926477,6.451556378765718,Project,ProjectA,False,True
species141,0.7516295676358522,18.595444797563005,Project,ProjectA,False,True
species142,0.0023156530011157455,6.891321559375551,Project,ProjectA,False,True
species143,0.0,7.010308165031641,Project,ProjectA,False,True
species144,3.465793960034315,42.38861528351314,Project,ProjectA,False,True
species145,1.2437953368324848,21.158750544363066,Project,ProjectA,False,True
species146,0.5571703055847119,12.241292184580884,Project,ProjectA,False,True
species147,0.0,4.741260041343382,Project,ProjectA,False,True
species148,2.72666613191775,32.61409979874382,Project,ProjectA,False,True
species149,2.5474032171388656,25.90586836861099,Project,ProjectA,False,True
species150,4.116794974568384,38.08470154730747,Project,ProjectA,False,True
species151,1.1590616330479333,16.765033679362936,Project,ProjectA,False,True
species152,0.7059731749828655,20.797123921090623,Project,ProjectA,False,True
species153,0.6188878981657524,15.237849022168595,Project,ProjectA,False,True
species154,0.006705109191429551,3.628969979333207,Project,ProjectA,False,True
species155,2.5703582766711506,26.818387588426287,Project,ProjectA,False,True
species156,0.33731157235592557,13.503529481840502,Project,ProjectA,False,True
species157,2.5869647176454054,25.806465638242845,Project,ProjectA,False,True
species158,5.566516259754559,54.778537771251,Project,ProjectA,False,True
species159,0.214548136421265,6.466593781974277,Project,ProjectA,False,True
species160,1.159647518404988,19.859606362780916,Project,ProjectA,False,True
species161,0.010988444219128899,6.7695532021133875,Project,ProjectA,False,True
species162,0.00022174503549923043,5.054204236212959,Project,ProjectA,False,True
species163,1.215376111339089,19.62425885866179,Project,ProjectA,False,True
species164,0.6208089237880189,22.58628928371333,Project,ProjectA,False,True
species165,0.35681476661999106,11.383791072155708,Project,ProjectA,False,True
species166,0.0,9.162209455891283,Project,ProjectA,False,True
species167,1.3916045651092075,32.18447557033902,Project,ProjectA,False,True
species168,0.048297952269078126,5.636489554059392,Project,ProjectA,False,True
species169,0.24809158600998965,20.20198557031734,Project,ProjectA,False,True
species170,1.161436938386488,23.397379317187806,Project,ProjectA,False,True
species171,1.2378795663322857,24.267184976940328,Project,ProjectA,False,True
species172,1.2487000781118236,22.018931050208643,Project,ProjectA,False,True
species173,0.06110941255623391,10.575055255352815,Project,ProjectA,False,True
species174,0.0,5.1819784339600385,Project,ProjectA,False,True
species175,2.673816175449577,33.846595330674205,Project,ProjectA,False,True
species176,2.6626079628996804,28.300700156364723,Project,ProjectA,False,True
species177,1.1957075824788534,20.02715732274745,Project,ProjectA,False,True
species178,3.3517395962780023,36.99009068890221,Project,ProjectA,False,True
species179,1.1270614546242794,12.066720379592386,Project,ProjectA,False,True
species180,0.0006822173352157308,4.44144857986582,Project,ProjectA,False,True
species181,1.165067973948525,21.689219676931124,Project,ProjectA,False,True
species182,0.6143272903601968,16.63709214888973,Project,ProjectA,False,True
species183,0.0,5.584448916117795,Project,ProjectA,False,True
species184,3.6260029312701727,50.29172786010908,Project,ProjectA,False,True
species185,0.6144255291229189,13.360705847582185,Project,ProjectA,False,True
species186,0.0,4.810361173690683,Project,ProjectA,False,True
species187,1.2337625644464576,25.577883750969683,Project,ProjectA,False,True
species188,1.2420074219816857,26.265367551015412,Project,ProjectA,False,True
species189,0.25797253970439094,6.097303039353222,Project,ProjectA,False,True
species190,0.0,3.914129073190087,Project,ProjectA,False,True
species191,0.0,4.862853301293318,Project,ProjectA,False,True
species192,0.0,5.296206299263233,Project,ProjectA,False,True
species193,0.23270007912580543,14.956116521510225,Project,ProjectA,False,True
species194,0.16398759171730964,10.294640095642965,Project,ProjectA,False,True
species195,4.1752061121104305,42.335925429375244,Project,ProjectA,False,True
species196,0.22293774621087575,10.148692234425674,Project,ProjectA,False,True
species197,0.26003297079159726,22.19004719947397,Project,ProjectA,False,True
species198,0.14520041664048572,13.36197083985825,Project,ProjectA,False,True
species199,0.48770307889585407,16.210121013519732,Project,ProjectA,False,True
species200,0.0,3.990161062135564,Project,ProjectA,False,True
species201,4.045076385528234,38.776302469811654,Project,ProjectA,False,True
species202,0.0025741099918325577,5.054478674806162,Project,ProjectA,False,True
species203,1.3317643411556503,26.822452679281916,Project,ProjectA,False,True
species204,0.009386324698354247,5.456749516060609,Project,ProjectA,False,True
species205,0.7660056858761425,23.707076945938134,Project,ProjectA,False,True
species206,0.44071234025470096,11.226923986815361,Project,ProjectA,False,True
species207,4.029010542519284,36.38175531915627,Project,ProjectA,False,True
species208,1.9691511707209746,29.682566488391945,Project,ProjectA,False,True
species209,0.6387911978904076,12.092567528285722,Project,ProjectA,False,True
species210,2.6216700168974043,30.801745499812874,Project,ProjectA,False,True
species211,0.17943268765316422,11.762880638507646,Project,ProjectA,False,True
species212,0.026764127471944593,12.049361452979383,Project,ProjectA,False,True
species213,0.06502525874626272,9.938832630911026,Project,ProjectA,False,True
species214,0.5179694801482867,12.17023291406645,Project,ProjectA,False,True
species215,1.23479714825703,23.861620307509998,Project,ProjectA,False,True
species216,0.08282296114669421,9.456512505580154,Project,ProjectA,False,True
species217,0.028965386390576258,6.6183498122399795,Project,ProjectA,False,True
species218,0.12054985782097893,7.469541462429474,Project,ProjectA,False,True
species219,0.12415259421340412,9.702544819054163,Project,ProjectA,False,True
species220,0.012512432024569666,12.034691578137828,Project,ProjectA,False,True
species221,0.11751573957392485,8.969433081210962,Project,ProjectA,False,True
species222,0.06645519827422233,15.875958906290066,Project,ProjectA,False,True
species223,0.6189961043151426,18.4897130299495,Project,ProjectA,False,True
species224,0.6022991372361194,13.993299695377985,Project,ProjectA,False,True
species225,0.16717352610180136,20.519621694244886,Project,ProjectA,False,True
species226,0.08352640714211745,13.49741571632033,Project,ProjectA,False,True
species227,0.0,12.385949442023422,Project,ProjectA,False,True
species228,0.24227329244881632,13.902840751482875,Project,ProjectA,False,True
species229,0.18340127027704042,8.627855755782795,Project,ProjectA,False,True
species230,0.17973490600313224,9.977126969244528,Project,ProjectA,False,True
species231,0.17270723027152626,17.254700681524437,Project,ProjectA,False,True
species232,0.07333731284510674,4.321311322576155,Project,ProjectA,False,True
species233,0.1681364591441416,7.250931345102113,Project,ProjectA,False,True
species234,0.005688268590520437,6.288469034339981,Project,ProjectA,False,True
species235,0.09992812063513419,14.417234937661528,Project,ProjectA,False,True
species236,0.6259226191647702,13.183850257796934,Project,ProjectA,False,True
species237,0.2623461191711425,8.682579151641624,Project,ProjectA,False,True
species238,0.5258906465113089,12.468994985322738,Project,ProjectA,False,True
species239,0.8612787029667993,37.53211109571593,Project,ProjectA,False,True
species240,0.6474885769413374,21.411012850789504,Project,ProjectA,False,True
species241,2.0044123200131296,30.716930088913863,Project,ProjectA,False,True
species242,0.26937396693196874,19.306259760829924,Project,ProjectA,False,True
species243,0.476557108029135,8.73440078618259,Project,ProjectA,False,True
species244,0.015092888249885606,17.209591581068743,Project,ProjectA,False,True
species245,2.5791632207370414,25.419858601050564,Project,ProjectA,False,True
species246,2.6050234584623135,26.275223075218783,Project,ProjectA,False,True
species247,4.898822182890049,48.65847369670078,Project,ProjectA,False,True
species248,0.6519204931841824,17.71786711247471,Project,ProjectA,False,True
species249,0.0,6.46499399456557,Project,ProjectA,False,True
species250,0.05511255311224528,15.571238549889244,Project,ProjectA,False,True
species251,0.12738120673212883,8.710971210644892,Project,ProjectA,False,True
species252,1.267276335556599,19.768757421657714,Project,ProjectA,False,True
species253,0.0,6.8523112826895645,Project,ProjectA,False,True
species254,1.945478981992552,28.92345281258382,Project,ProjectA,False,True
species255,0.1431457433394573,14.150963263711024,Project,ProjectA,False,True
species256,0.052654774500142,5.2784800581485225,Project,ProjectA,False,True
species257,0.0,7.809780719465981,Project,ProjectA,False,True
species258,1.3418844314502798,19.459545492852993,Project,ProjectA,False,True
species259,0.20299476247546208,8.673688819765932,Project,ProjectA,False,True
species260,0.1551311646867768,9.14434626021187,Project,ProjectA,False,True
species261,1.8741022178443807,29.050149362955768,Project,ProjectA,False,True
species262,1.3398330546360135,30.141374274158192,Project,ProjectA,False,True
species263,0.07647096358755764,12.15800097844219,Project,ProjectA,False,True
species264,1.8782455310118944,24.4755585546612,Project,ProjectA,False,True
species265,0.05809659318032269,5.14420425769376,Project,ProjectA,False,True
species266,1.1775192370464014,18.962215339536122,Project,ProjectA,False,True
species267,0.6069173942976505,16.46720006332787,Project,ProjectA,False,True
species268,1.2335873482007012,24.41385858877613,Project,ProjectA,False,True
species269,0.6567626076320605,19.2296478078148,Project,ProjectA,False,True
species270,0.0,4.699509076641027,Project,ProjectA,False,True
species271,1.3109799978324803,18.756318694874352,Project,ProjectA,False,True
species272,1.3705065692217042,26.26600367013844,Project,ProjectA,False,True
species273,0.49635063369078464,14.07289696470339,Project,ProjectA,False,True
species274,1.2253071211259805,26.601236279318208,Project,ProjectA,False,True
species275,1.8283713191634567,23.63365734381097,Project,ProjectA,False,True
species276,1.8157796545625207,19.870876613353186,Project,ProjectA,False,True
species277,2.7129569902013584,34.47075347967318,Project,ProjectA,False,True
species278,0.5875558514327681,13.856348281417743,Project,ProjectA,False,True
species279,0.11405645650677573,9.157975874921483,Project,ProjectA,False,True
species280,0.1307888756085854,15.409956815900383,Project,ProjectA,False,True
species281,0.633689145146123,15.163349828126394,Project,ProjectA,False,True
species282,0.0,6.7475290793747265,Project,ProjectA,False,True
species283,0.2041843552099863,14.624783531968998,Project,ProjectA,False,True
species284,0.5866731890741149,18.23009218343551,Project,ProjectA,False,True
species285,0.5040601897543571,18.613810855391584,Project,ProjectA,False,True
species286,0.05847304813227026,6.231342516682178,Project,ProjectA,False,True
species287,0.5280007544984036,12.222244869203806,Project,ProjectA,False,True
species288,0.08643348025157509,10.931500255262991,Project,ProjectA,False,True
species289,0.5938694766755483,18.05035693742616,Project,ProjectA,False,True
species290,0.010338748777357815,7.389507150580864,Project,ProjectA,False,True
species291,3.5431430773298054,45.23069189502534,Project,ProjectA,False,True
species292,1.8247169259522646,20.49005090719286,Project,ProjectA,False,True
species293,0.0,6.2446074415335,Project,ProjectA,False,True
species294,0.5522913056121626,14.019486011557984,Project,ProjectA,False,True
species295,0.28340533825630915,14.283826383857662,Project,ProjectA,False,True
species296,0.0,4.963689954017216,Project,ProjectA,False,True
species297,1.887843462828481,26.881624567600447,Project,ProjectA,False,True
species298,0.0,4.748909011824342,Project,ProjectA,False,True
species299,0.6506094254448598,13.768458100042006,Project,ProjectA,False,True
species300,0.34238774192118127,20.71893990462624,Project,ProjectA,False,True
